Número	Foto	A levar	Check-in	Nome	Descrição	Objetivo	Como Funciona?	Conceitos Chave	QR-code IG	Link IG	QR-code Fotos	Link Fotos	QR-code Youtube	Link Youtube	Situação	Observação	Tipo	Setor	Percurso	Acessórios	Eventos C	Eventos	Dimensões (L x C x A)	Peso (Kg)	Valor Aproximado  (R$)	Local
A007		FALSE	TRUE	Guia do Evento 007	É um guia para o visitante da exposição ocorrida no Evento 007	Trazer ao público impressos que tragam clareza sobre a exposição apresentada	São disponibilizados nos espaços expositivos	Matemática, exposição, guia		https://drive.google.com/file/d/1pgI4nFgFuf7v7flKCbpgIpZhB5y1PRA1/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Guia	xxxx	xxxx	xxxx	14,85 cm x 21 cm x 0,08 cm	0,10000	R$5,00	LDM
A008		FALSE	TRUE	Página do Projeto	É um guia para o visitante da exposição ocorrida no Evento 007	Trazer ao público impressos que tragam clareza sobre a exposição apresentada	Basta acessar o endereço href https://matemativa.github.io/matemativa/index.html (matemativa.github.io/matemativa)	Matemática, exposição, homepage		https://drive.google.com/file/d/1rsDbIpV1d4EMbgZWZ79FN_WQdUAytoEE/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	4	xxxx	Material	Apresentação	Página	xxxx	xxxx	xxxx	1 cm x 1 cm x 1 cm	0,10000	R$ 1.000,00	LDM
A009		FALSE	TRUE	Guia para Monitores do MUDI	É um guia acervo exposto para os monitores do MUDI	Trazer ao monitor informações relevantes para a sua mediação	O monitor ao iniciar seus trabalhos no MUDI deverá acessar este guia como meio de treinamento da mediação	Matemática, exposição, guia, MUDI		https://drive.google.com/file/d/1yT7uBi1jPgpem3Fk8_njTozjgIOPfIkK/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	4	xxxx	Material	Apresentação	Guia	xxxx	xxxx	xxxx	14,85 cm x 21 cm x 0,08 cm	0,10000	R$10,00	LDM
A010		FALSE	TRUE	Barbante	Pedaço de barbante.	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	barbante		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	E000; E001;E002;E007	E000; E001;E002;E007			R$ 5,00	LDM
A011		FALSE	TRUE	Régua	Régua comum de plástico	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	régua, plástico		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	E000; E001;E002;E007	E000; E001;E002;E007			R$5,00	LDM
A012		FALSE	TRUE	Círculo de Madeira	Círculos de madeira MDF cortados em vários diâmetros	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	mdf, círculo		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	E000; E001;E002;E007	E000; E001;E002;E007			R$ 50,00	LDM
A013		FALSE	TRUE	Pincel Atômico	Pincel atômico para quadro branco nas cores azul, preto, vermelho e verde	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	pincel, quadro branco		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	E000; E001;E002;E007	E000; E001;E002;E007			R$6,00	LDM
A014		FALSE	TRUE	Apagador	Apagador para quadro branco	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	apagador, quadro branco		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	E000; E001;E002;E007	E000; E001;E002;E007			R$ 4,00	LDM
A015		FALSE	TRUE	Lâmpada Pequena - 50 W - 110 V	Lãmpada de 50 W na tensão de 110 V	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	lâmpada		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$15,00	LDM
A016		FALSE	TRUE	Tecido TNT Preto	Tecido de TNT na cor preto com centro vazado 	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	tnt		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$ 10,00	LDM
A017		FALSE	TRUE	Cabo de Energia Elétrica	Extensão elétrica para alcançar tomadas	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	extensão elétrica		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$25,00	LDM
A018		FALSE	TRUE	Caneta Laser	Caneta laser da cor verde	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	caneta laser		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$ 60,00	LDM
A019		FALSE	TRUE	Cilindro de Vidro Transparente	Cilindro de vidro utilizado em laboratório de química 	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	vidro, cilindro		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$20,00	LDM
A020		FALSE	TRUE	Recipiente de Plástico	Caixa de acrílico para colocar água	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	caixa, plástico, acrílico		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$ 80,00	LDM
A021		FALSE	TRUE	Tintura para Água	Tintura solúvel em água	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	tintura		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$2,00	LDM
A022		FALSE	TRUE	Cilindro de Silicone	Cilindro de silicone do tipo refil para cola quente	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	silicone, cilindro		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$ 3,00	LDM
A023		FALSE	TRUE	Fósforo	Caixa de fósforo na cor marrom	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	fósforo		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$2,00	LDM
A024		FALSE	TRUE	Pedaço de Madeira Escuro	Pedaço de maneira numa cor escuro para refletir pouca luz	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	madeira		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$ 2,00	LDM
A025		FALSE	TRUE	Taco de Golfe	Taco de golfe em madeira	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	taco, golfe		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$80,00	LDM
A026		FALSE	TRUE	Bolinha de Golfe	Bolinha de golfe	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	bola, golfe		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$ 50,00	LDM
A027		FALSE	TRUE	Taco de Bilhar	Taco de bilhar de madeira	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	taco, bilhar		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$50,00	LDM
A028		FALSE	TRUE	Bolinha de Bilhar	Bolinha de mini bilhar	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	bola, minibilhar		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$ 40,00	LDM
A029		FALSE	TRUE	Imã	Imã grande do tipo anel	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	imã		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$45,00	LDM
A030		FALSE	TRUE	Elástico	Elásticos  comuns	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	elástico		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$ 10,00	LDM
A031		FALSE	TRUE	Computador	Computador, notebook ou tablet para uso em softwares e aplicativos.	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	computador, pc, tablet, smarttphone		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$2.000,00	LDM
A032		FALSE	TRUE	Pilha AA	Par de pilhas AA	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	pilhas		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$ 5,00	LDM
A033		FALSE	TRUE	Displays do Evento 000	Texto contendo todos os displays do Evento 000	Auxliar na comprensão da filosofia do projeto e, mais espeficamente, no entendimento do funcionamento de cada uma das peças 	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	display		https://drive.google.com/file/d/1R-fv0pmzUgXHVLcbzuXqqkREk-I_yQPN/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Displays	xxxx	E000	E000	14,85 cm x 21 cm x 0,08 cm	0,05000	R$5,00	LDM
A034		FALSE	TRUE	Figuras Impressas em MDF	Conjunto de figuras adesivadas em MDF no formato da câmara quadrada	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	mdf, figuras, simetria		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$ 150,00	LDM
A035		FALSE	TRUE	Base de Madeira para Crianças	Base de madeira para ser colocada na parte interna da Cabine do Infinito	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	base, madeira		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$50,00	LDM
A036		FALSE	TRUE	Figuras Impressas em Papel Foto	Conjunto de figuras impressas em papel foto  descrevendo todos os tipos de simetrias planas	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	papel foto, simetria		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$ 80,00	LDM
A037		FALSE	TRUE	Objetos Iguais	Um par de objetos iguais, por exemplo, duas bonecas pequenas para ser utilizada no Quarto de Ames	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	bonequinhas 		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$20,00	LDM
A038		FALSE	TRUE	Lâmpada Incandescente - 300 W - 110V	Lâmpada de 300 W incandescente com tensão de 110 V.	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	lâmpada incandescente		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$ 30,00	LDM
A039		FALSE	TRUE	Bolinhas Pequenas	Bolinhas pequenas iguais a que eram utilizadas em antigos mouses.	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	bola pequena		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$5,00	LDM
A040		FALSE	TRUE	Guia do Evento 000	Texto guia do Evento 000	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	guia		https://drive.google.com/file/d/1uDSETSLKgIAGPS7MWMHe_h0a_02Q8wZy/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Guia	xxxx	E000	E000	14,85 cm x 21 cm x 0,08 cm	0,05000	R$ 5,00	LDM
A041		FALSE	FALSE	Painel do Evento 005	Painel em lona descrevendo a apresentação no Evento 005	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	painel, evento		https://drive.google.com/file/d/1PzQWdBvj05eLAhdNeOfwJRcS8SRmSnrJ/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Painéis	xxxx	E005	E005			R$25,00	LDM
A042		FALSE	FALSE	Artigo do Evento 006	Texto artigo do tipo resumo expandido publicado na Revista Expressa Extensão	Auxliar na comprensão da filosofia do projeto e, mais espeficamente, no entendimento do funcionamento de cada uma das peças 	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	artigo, evento		https://drive.google.com/file/d/1VRZPDI1ht9lC_un_6mW1HzsXvPafemJn/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Artigo	xxxx	E006	E006			R$ 2,00	LDM
A043		FALSE	TRUE	Cartaz de Chamada de Monitores	Cartaz em formato A4 para chamada de monitores dos Evento 001 e 002	Recrutar monitores.	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	cartaz, chamada		https://drive.google.com/file/d/1z8PkHE5arjdrJMSDN7D8I5p_CxkG_yK_/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Cartaz	xxxx	E001;E002	E001;E002	21,0 cm x 29,7 cm x 0,01 cm	0,01000	R$2,00	LDM
A044		FALSE	FALSE	Relação de Monitores de Eventos	Lista de participantes de eventos.	Informar os colaboradores do projeto.	Os nomes dos participantes nos Eventos constam em ordem alfabética, indicando o tipo de participação e os eventos em que participou.	Eventos, Monitores, Mediadores.		https://drive.google.com/file/d/11DdrL2Rlni4WYS-bKOAkDv7Gwulx3EV_/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	1	xxxx	Material	Apresentação	Planilha	xxxx	E001;E002	E001;E002	21,0 cm x 29,7 cm x 0,01 cm	0,01000	R$ 2,00	LDM
A045		FALSE	TRUE	Objeto Pequeno	Objeto pequeno utilizado dentro da peça 016	Servir de complemento para a respectiva peça.	Descrito na documentação da respectiva peça	objeto pequeno		https://drive.google.com/file/d/1-L9r8l5ZPXT8mYZKr7hvWeeW75hHPANJ/view?usp=sharing		https://photos.app.goo.gl/uh1XxieHiQmvPaS6A		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Acessórios	Material de Apoio	xxxx	xxxx	xxxx			R$5,00	LDM
A046		FALSE	FALSE	Banner de Evento Antigo	Banner em lona com o logotipo da MATEMATIVA e  os apoiadores	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	banner, evento		https://drive.google.com/file/d/1idOZS26as4wV2k8Bis__TY9n3jsChDQY/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Banner	xxxx	E001;E002;E003;E004	E001;E002;E003;E004			R$ 35,00	LDM
A047		FALSE	FALSE	Banner de Créditos	Banner em lona com o logotipo da MATEMATIVA e  os créditos às pessoas e instituições que foram essenciais para a existência do projeto	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	banner, evento		https://drive.google.com/file/d/1ctSfhDqbLxlAed1Zxsh8rKbvelXmATYy/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Banner	xxxx	E001;E002	E001;E002			R$35,00	LDM
A048		FALSE	FALSE	Cartaz do Evento 002	Cartaz de divulgação do Evento 002	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	cartaz, evento		https://drive.google.com/file/d/16QU4g8FoG-KPrktmdcX1sJIL3NTrE46f/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Cartaz	xxxx	E002	E002			R$ 20,00	LDM
A049		FALSE	FALSE	Banner de QR-Codes e Apoio	Banner com logotipo da MATEMATIVA, QR-Codes de divulgação e relação de apoios.	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	banner, evento		https://drive.google.com/file/d/1fM2SRkSlQ0RRUSW_7ITKzJ0Uk_8eXwvs/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Banner	xxxx					R$35,00	LDM
A050		FALSE	FALSE	Banner de Evento 2	Banner com logotipo da MATEMATIVA, texto explicativo do projeto, QR-Codes de divulgação e relação de apoios.	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	banner, evento		https://drive.google.com/file/d/1Y7LZ7koiOkvLCO3cF3nxpna8TddlnMb9/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Banner	xxxx					R$ 35,00	LDM
A051		FALSE	FALSE	Logotipo Quadrado	Logotipo da MATEMATIVA no formato quadrado	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	logotipo		https://drive.google.com/file/d/1Yz3tFKb3HmPnxs863wPeAHUPPMUmMXdI/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Logotipo	xxxx					R$100,00	LDM
A052		FALSE	FALSE	Logotipo Redondo	Logotipo da MATEMATIVA no formato redondo	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	logotipo		https://drive.google.com/file/d/1tXKSSWmzX6q8yi7HvXxWMG4-58m7bgEj/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Logotipo	xxxx					R$ 100,00	LDM
A053		FALSE	FALSE	Logotipo Retângulo	Logotipo da MATEMATIVA no formato retangular	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	logotipo		https://drive.google.com/file/d/1rROsJDeTJHwHkmX0GnEPMKPW39KLjf6i/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Logotipo	xxxx					R$100,00	LDM
A054		FALSE	FALSE	Painel de Informações	Painel de informações do projeto e os créditos, incluindo QR-codes e apoios	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	painel, evento		https://drive.google.com/file/d/1aRrTTVDEWK5jHj1oX0uNTSAVhT_oQunh/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Painéis	xxxx					R$ 35,00	LDM
A055		FALSE	FALSE	Pôster - De que Matemática Estamos Falando	Este cartaz pretende apresentar, dentro de uma licença poética, uma ideia de como a matemática pode ser vista e compreendida	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	poster, matemática		https://drive.google.com/file/d/1m1MAWjnT26p-i4SZ5xTr7vHVetBNkf1E/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Pôster 	xxxx					R$35,00	LDM
A056		FALSE	FALSE	Catálogo 2007	Este é o primeiro catálogo da exposição	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	catálogo, exposição		https://drive.google.com/file/d/1r7rU-Hc3l1ObDiviK4ei3wl1lGyikjQQ/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Catálogo	xxxx					R$ 10,00	LDM
A057		FALSE	FALSE	Catálogo 2008	Catálogo da exposição, versão 2008	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	catálogo, exposição		https://drive.google.com/file/d/1io9PAZ8TCqLoFqXFKUD9EJtszaaZZYkd/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Catálogo	xxxx					R$10,00	LDM
A058		FALSE	FALSE	Catálogo 2009	Catálogo da exposição, versão 2009	Auxiliar na compreensão da filosofia do projeto e, mais especificamente, no entendimento do funcionamento de cada uma das peças	Disponível para leitura em PDF através de QR-code ou, quando possível, impresso em papel	catálogo, exposição		https://drive.google.com/file/d/1GPsgwWIy5FdUNSCvS5rAPJsdLp9uZ2wr/view?usp=sharing		https://photos.app.goo.gl/43rzt6aPK5QbMEPHA		https://www.youtube.com/@matemativaDMA	5	xxxx	Material	Apresentação	Catálogo	xxxx					R$ 10,00	LDM
